,ocr_text_raw,math_category
3755,"6. 함수 \( f(x)=x^{3}-a x+6 \) 이 \( x=1 \) 에서 극소일 때, 상수 \( a \) 의 값은? [3점]
(1) 1
(2) 3
(3) 5
(4) 7
(5) 9",미분법
3756,"7. 수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
\sum_{k=1}^{10} a_{k}=3, \quad \sum_{k=1}^{10} a_{k}^{2}=7
\]

일 때, \( \sum_{k=1}^{10}\left(2 a_{k}^{2}-a_{k}\right) \) 의 값은? [3점]
(1) 8
(2) 9
(3) 10
(4) 11
(5) 12",수열
3757,"8. 함수 \( y=\sqrt{2(x+3)} \) 의 그래프를 \( x \) 축의 방향으로 \( m \) 만큼 평행이동하였더니 함수 \( y=\sqrt{2 x} \) 의 그래프와 일치하였다. 상수 \( m \) 의 값은? [3점]
(1) 1
(2) 3
(3) 5
(4) 7
(5) 9",고1/고2 공통수학
3758,"9. 함수 \( y=\frac{3 x+1}{x-1} \) 의 그래프의 점근선은 두 직선 \( x=a, y=b \) 이다. \( a+b \) 의 값은? (단, \( a, b \) 는 상수이다.) [3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",고1/고2 공통수학
3759,"10. 함수 \( y=f(x) \) 의 그래프가 그림과 같다.
\( \lim _{x \rightarrow 1-} f(x)+\lim _{x \rightarrow 2+} f(x) \) 의 값은? [3점]
(1) -2
(2) -1
(3) 0
(4) 1
(5) 2",함수의 극한과 연속
3760,"11. 급수 \( \sum_{n=1}^{\infty}\left(\frac{x}{5}\right)^{n} \) 이 수렴하도록 하는 모든 정수 \( x \) 의 개수는?
[3점]
(1) 1
(2) 3
(3) 5
(4) 7
(5) 9",급수
3761,"12. 두 사건 \( A, B \) 에 대하여
\[
\mathrm{P}(A)=\frac{2}{3}, \quad \mathrm{P}(A \cap B)=\frac{1}{4}
\]

일 때, \( \mathrm{P}\left(A \cap B^{C}\right) \) 의 값은? (단, \( B^{C} \) 은 \( B \) 의 여사건이다.) [3점]
(1) \( \frac{1}{3} \)
(2) \( \frac{5}{12} \)
(3) \( \frac{1}{2} \)
(4) \( \frac{7}{12} \)
(5) \( \frac{2}{3} \)",확률
3762,"13. 좌표평면 위의 두 점 \( \left(1, \log _{2} 5\right),\left(2, \log _{2} 10\right) \) 을 지나는 직선의 기울기는? [3점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",지수함수와 로그함수
3763,"14. 어느 인공지능 시스템에 고양이 사진 40 장과 강아지 사진 40 장을 입력한 후, 이 인공지능 시스템이 각각의 사진을 인식하는 실험을 실시하여 다음 결과를 얻었다.
(단위: 장)
\begin{tabular}{|c|c|c|c|}
\hline 입력 인식 & 고양이 사진 & 강아지 사진 & 합계 \\
\hline 고양이 사진 & 32 & 8 & 40 \\
\hline 강아지 사진 & 4 & 36 & 40 \\
\hline 합계 & 36 & 44 & 80 \\
\hline
\end{tabular}

이 실험에서 입력된 80 장의 사진 중에서 임의로 선택한 1 장이 인공지능 시스템에 의해 고양이 사진으로 인식된 사진일 때, 이 사진이 고양이 사진일 확률은? [4점]
(1) \( \frac{4}{9} \)
(2) \( \frac{5}{9} \)
(3) \( \frac{2}{3} \)
(4) \( \frac{7}{9} \)
(5) \( \frac{8}{9} \)",확률
3764,"15. 등비수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
a_{3}=4\left(a_{2}-a_{1}\right), \quad \sum_{k=1}^{6} a_{k}=15
\]

일 때, \( a_{1}+a_{3}+a_{5} \) 의 값은? [4점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",수열
3765,"16. 수직선 위를 움직이는 점 P 의 시각 \( t(t \geq 0) \) 에서의 위치 \( x \) 가 \( x=t^{3}+a t^{2}+b t \quad(a, b \) 는 상수 \( ) \)

이다. 시각 \( t=1 \) 에서 점 P 가 운동 방향을 바꾸고, 시각 \( t=2 \) 에서 점 P 의 가속도는 0 이다. \( a+b \) 의 값은? [4점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",미분법
3766,"17. 함수 \( f(x)=a x^{2}+b \) 가 모든 실수 \( x \) 에 대하여
\[
4 f(x)=\left\{f^{\prime}(x)\right\}^{2}+x^{2}+4
\]

를 만족시킨다. \( f(2) \) 의 값은? (단, \( a, b \) 는 상수이다.) [4점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",미분법
3767,"18. 그림과 같이 \( \overline{\mathrm{A}_{1} \mathrm{~B}_{1}}=1, \overline{\mathrm{~A}_{1} \mathrm{D}_{1}}=2 \) 인 직사각형 \( \mathrm{A}_{1} \mathrm{~B}_{1} \mathrm{C}_{1} \mathrm{D}_{1} \) 이 있다. 선분 \( \mathrm{A}_{1} \mathrm{D}_{1} \) 위의 \( \overline{\mathrm{B}_{1} \mathrm{C}_{1}}=\overline{\mathrm{B}_{1} \mathrm{E}_{1}}, \overline{\mathrm{C}_{1} \mathrm{~B}_{1}}=\overline{\mathrm{C}_{1} \mathrm{~F}_{1}} \) 인 두 점 \( \mathrm{E}_{1}, \mathrm{~F}_{1} \) 에 대하여 중심이 \( \mathrm{B}_{1} \) 인 부채꼴 \( \mathrm{B}_{1} \mathrm{E}_{1} \mathrm{C}_{1} \) 과 중심이 \( \mathrm{C}_{1} \) 인 부채꼴 \( \mathrm{C}_{1} \mathrm{~F}_{1} \mathrm{~B}_{1} \) 을 각각 직사각형 \( \mathrm{A}_{1} \mathrm{~B}_{1} \mathrm{C}_{1} \mathrm{D}_{1} \) 내부에 그리고, 선분 \( \mathrm{B}_{1} \mathrm{E}_{1} \) 과 선분 \( \mathrm{C}_{1} \mathrm{~F}_{1} \) 의 교점을 \( \mathrm{G}_{1} \) 이라 하자. 두 선분 \( \mathrm{G}_{1} \mathrm{~F}_{1}, \mathrm{G}_{1} \mathrm{~B}_{1} \) 과 호 \( \mathrm{F}_{1} \mathrm{~B}_{1} \) 로 둘러싸인 부분과 두 선분 \( \mathrm{G}_{1} \mathrm{E}_{1}, \mathrm{G}_{1} \mathrm{C}_{1} \) 과 호 \( \mathrm{E}_{1} \mathrm{C}_{1} \) 로 둘러싸인 부분인 \( \triangle \) 모양의 도형에 색칠하여 얻은 그림을 \( R_{1} \) 이라 하자. 그림 \( R_{1} \) 에서 선분 \( \mathrm{B}_{1} \mathrm{G}_{1} \) 위의 점 \( \mathrm{A}_{2} \), 선분 \( \mathrm{C}_{1} \mathrm{G}_{1} \) 위의 점 \( \mathrm{D}_{2} \) 와 선분 \( \mathrm{B}_{1} \mathrm{C}_{1} \) 위의 두 점 \( \mathrm{B}_{2}, \mathrm{C}_{2} \) 를 꼭짓점으로 하고 \( \overline{\mathrm{A}_{2} \mathrm{~B}_{2}}: \overline{\mathrm{A}_{2} \mathrm{D}_{2}}=1: 2 \) 인 직사각형 \( \mathrm{A}_{2} \mathrm{~B}_{2} \mathrm{C}_{2} \mathrm{D}_{2} \) 를 그리고, 그림 \( R_{1} \) 을 얻는 것과 같은 방법으로 직사각형 \( \mathrm{A}_{2} \mathrm{~B}_{2} \mathrm{C}_{2} \mathrm{D}_{2} \) 내부에 \( \triangle \) 모양의 도형을 그리고 색칠하여 얻은 그림을 \( R_{2} \) 라 하자.
이와 같은 과정을 계속하여 \( n \) 번째 얻은 그림 \( R_{n} \) 에 색칠되어 있는 부분의 넓이를 \( S_{n} \) 이라 할 때, \( \lim _{n \rightarrow \infty} S_{n} \) 의 값은? [4점]
(1) \( \frac{3 \sqrt{3} \pi-7}{9} \)
(2) \( \frac{4 \sqrt{3} \pi-12}{9} \)
(3) \( \frac{3 \sqrt{3} \pi-5}{9} \)
(4) \( \frac{4 \sqrt{3} \pi-10}{9} \)
(5) \( \frac{4 \sqrt{3} \pi-8}{9} \)",수열의 극한
3768,"19. 한 개의 주사위를 세 번 던질 때 나오는 눈의 수를 차례로 \( a, b, c \) 라 하자. 세 수 \( a, b, c \) 가 \( a<b-2 \leq c \) 를 만족시킬 확률은? [4점]
(1) \( \frac{2}{27} \)
(2) \( \frac{1}{12} \)
(3) \( \frac{5}{54} \)
(4) \( \frac{11}{108} \)
(5) \( \frac{1}{9} \)",확률
3769,"20. 자연수 \( n \) 에 대하여 \( 2 a+2 b+c+d=2 n \) 을 만족시키는 음이 아닌 정수 \( a, b, c, d \) 의 모든 순서쌍 \( (a, b, c, d) \) 의 개수를 \( a_{n} \) 이라 하자. 다음은 \( \sum_{n=1}^{8} a_{n} \) 의 값을 구하는 과정이다.

음이 아닌 정수 \( a, b, c, d \) 가 \( 2 a+2 b+c+d=2 n \) 을 만족시키려면 음이 아닌 정수 \( k \) 에 대하여 \( c+d=2 k \) 이어야 한다.
\( c+d=2 k \) 인 경우는 (1) 음이 아닌 정수 \( k_{1}, k_{2} \) 에 대하여 \( c=2 k_{1}, d=2 k_{2} \) 인 경우이거나 (2) 음이 아닌 정수 \( k_{3}, k_{4} \) 에 대하여 \( c=2 k_{3}+1, d=2 k_{4}+1 \) 인 경우이다.
(1) \( c=2 k_{1}, d=2 k_{2} \) 인 경우;
\( 2 a+2 b+c+d=2 n \) 을 만족시키는 음이 아닌 정수 \( a, b, c, d \) 의 모든 순서쌍 \( (a, b, c, d) \) 의 개수는 (가) 이다.
(2) \( c=2 k_{3}+1, d=2 k_{4}+1 \) 인 경우:
\( 2 a+2 b+c+d=2 n \) 을 만족시키는 음이 아닌 정수 \( a, b, c, d \) 의 모든 순서쌍 \( (a, b, c, d) \) 의 개수는 (나) 이다.
(1), (2)에 의하여 \( 2 a+2 b+c+d=2 n \) 을 만족시키는 음이 아닌 정수 \( a, b, c, d \) 의 모든 순서쌍 \( (a, b, c, d) \) 의 개수 \( a_{n} \) 은
\[
a_{n}=\text { (가) }+ \text { (나) }
\]

이다. 자연수 \( m \) 에 대하여
\[
\sum_{n=1}^{m} \text { (나) }={ }_{m+3} C_{4}
\]

이므로
\[
\sum_{n=1}^{8} a_{n}=\text { (다) }
\]

이다.

위의 (가), (나)에 알맞은 식을 각각 \( f(n), g(n) \) 이라 하고, (다)에 알맞은 수를 \( r \) 라 할 때, \( f(6)+g(5)+r \) 의 값은? [4점]
(1) 893
(2) 918
(3) 943
(4) 968
(5) 993",확률
3770,"21. 상수 \( a, b \) 에 대하여 삼차함수 \( f(x)=x^{3}+a x^{2}+b x \) 가 다음 조건을 만족시킨다.
(가) \( f(-1)>-1 \)
(나) \( f(1)-f(-1)>8 \)
<보기>에서 옳은 것만을 있는 대로 고른 것은? [4점]
<보 기>
ㄱ. 방정식 \( f^{\prime}(x)=0 \) 은 서로 다른 두 실근을 갖는다.
ㄴ. \( -1<x<1 \) 일 때, \( f^{\prime}(x) \geq 0 \) 이다.
ㄷ. 방정식 \( f(x)-f^{\prime}(k) x=0 \) 의 서로 다른 실근의 개수가 2 가 되도록 하는 모든 실수 \( k \) 의 개수는 4 이다.
(1) ?
(2) ?, ?
(3) ?, ?
(4) ?, ?
(5) ?, ?, ?",미분법
3771,22. \( { }_{8} \mathrm{P}_{2} \) 의 값을 구하시오. [3점],경우의 수
3772,"23. 함수 \( f(x)=x^{3}-2 x^{2}+4 \) 에 대하여 \( f^{\prime}(3) \) 의 값을 구하시오.
[3점]",미분법
3773,"24. 등차수열 \( \left\{a_{n}\right\} \) 에 대하여
\[
a_{5}=5, \quad a_{15}=25
\]
일 때, \( a_{20} \) 의 값을 구하시오. [3점]",수열
3774,"25. 자연수 11 을 홀수인 자연수로 분할할 때, 자연수 3 이 두 개 이상 포함되도록 분할하는 방법의 수를 구하시오. [3점]",경우의 수
3775,26. 다항식 \( (1+2 x)(1+x)^{5} \) 의 전개식에서 \( x^{4} \) 의 계수를 구하시오. [4점],확률
3776,"27. 다음 조건을 만족시키는 전체집합 \( U \) 의 두 부분집합 \( A, B \) 에 대하여 \( n(B-A) \) 의 최댓값을 구하시오. [4점]
\[
\begin{array}{l}
\text { (가) } n(U)=25 \\
\text { (나) } A \cap\left(A^{C} \cup B\right) \neq \varnothing \\
\text { (다) } n(A-B)=11
\end{array}
\]",고1/고2 공통수학
3777,"28. 이차함수 \( f(x) \) 가 다음 조건을 만족시킨다.
(가) 함수 \( \frac{x}{f(x)} \) 는 \( x=1, x=2 \) 에서 불연속이다.
(나) \( \lim _{x \rightarrow 2} \frac{f(x)}{x-2}=4 \)
\( f(4) \) 의 값을 구하시오. [4점]",함수의 극한과 연속
3778,"29. 함수
\[
f(x)=\left\{\begin{array}{ll}
a x+b & (x<1) \\
c x^{2}+\frac{5}{2} x & (x \geq 1)
\end{array}\right.
\]

이 실수 전체의 집합에서 연속이고 역함수를 갖는다. 함수 \( y=f(x) \) 의 그래프와 역함수 \( y=f^{-1}(x) \) 의 그래프의 교점의 개수가 3 이고, 그 교점의 \( x \) 좌표가 각각 \( -1,1,2 \) 일 때, \( 2 a+4 b-10 c \) 의 값을 구하시오. (단, \( a, b, c \) 는 상수이다.) [4점]",함수의 극한과 연속
3779,"30. 사차함수 \( f(x) \) 가 다음 조건을 만족시킨다.
(가) 5 이하의 모든 자연수 \( n \) 에 대하여
\[
\sum_{k=1}^{n} f(k)=f(n) f(n+1) \text { 이다. }
\]
(나) \( n=3,4 \) 일 때, 함수 \( f(x) \) 에서 \( x \) 의 값이 \( n \) 에서 \( n+2 \) 까지 변할 때의 평균변화율은 양수가 아니다.
\( 128 \times f\left(\frac{5}{2}\right) \) 의 값을 구하시오. [4점]",미분법
3780,"1. \( \lim _{x \rightarrow 0} \frac{e^{3 x}-1}{2 x} \) 의 값은? [2점]
(1) \( \frac{1}{2} \)
(2) \( \frac{3}{4} \)
(3) 1
(4) \( \frac{5}{4} \)
(5) \( \frac{3}{2} \)",함수의 극한과 연속
3782,"3. 쌍곡선 \( \frac{x^{2}}{25}-\frac{y^{2}}{4}=1 \) 의 점근선의 방정식이 \( y=k x, y=-k x \) 이다. 양수 \( k \) 의 값은? [2점]
(1) \( \frac{1}{5} \)
(2) \( \frac{2}{5} \)
(3) \( \frac{3}{5} \)
(4) \( \frac{4}{5} \)
(5) 1",이차곡선
3783,"4. 닫힌 구간 \( [2,4] \) 에서 함수 \( f(x)=\left(\frac{1}{2}\right)^{x-2} \) 의 최솟값은? [3점]
(1) \( \frac{1}{32} \)
(2) \( \frac{1}{16} \)
(3) \( \frac{1}{8} \)
(4) \( \frac{1}{4} \)
(5) \( \frac{1}{2} \)",지수함수와 로그함수
3784,"5. \( \int_{0}^{\frac{\pi}{6}} \cos 3 x d x \) 의 값은? [3점]
(1) \( \frac{1}{6} \)
(2) \( \frac{1}{4} \)
(3) \( \frac{1}{3} \)
(4) \( \frac{5}{12} \)
(5) \( \frac{1}{2} \)",적분법
3785,"6. 곡선 \( y=x^{2}-2 x \ln x \) 의 변곡점의 \( x \) 좌표는? [3점]
(1) 1
(2) \( \sqrt{e} \)
(3) 2
(4) \( e \)
(5) 3",미분법
3786,"7. 자연수 5 의 분할 중 3 이하의 자연수의 합으로 나타내어지는 분할의 수는? [3점]
(1) 3
(2) 4
(3) 5
(4) 6
(5) 7",경우의 수
3787,"8. 곡선 \( x^{3}+x y-y^{2}=0 \) 위의 점 \( (2,4) \) 에서의 접선의 기울기는?
[3점]
(1) \( \frac{13}{6} \)
(2) \( \frac{7}{3} \)
(3) \( \frac{5}{2} \)
(4) \( \frac{8}{3} \)
(5) \( \frac{17}{6} \)",미분법
3788,"9. \( 0 \leq x<2 \pi \) 에서 부등식 \( 2 \sin x+1<0 \) 의 해가 \( \alpha<x<\beta \) 일 때, \( \cos (\beta-\alpha) \) 의 값은? [3점]
(1) \( -\frac{\sqrt{3}}{2} \)
(2) \( -\frac{1}{2} \)
(3) 0
(4) \( \frac{1}{2} \)
(5) \( \frac{\sqrt{3}}{2} \)",삼각함수
3789,"10. \( \left(\frac{x}{2}+\frac{a}{x}\right)^{6} \) 의 전개식에서 \( x^{2} \) 의 계수가 15 일 때, 양수 \( a \) 의 값은?
[3점]
(1) 4
(2) 5
(3) 6
(4) 7
(5) 8",확률
3790,"11. 함수 \( f(x)=\frac{x}{2}+2 \sin x \) 에 대하여 함수 \( g(x) \) 를 \( g(x)=(f \circ f)(x) \) 라 할 때, \( g^{\prime}(\pi) \) 의 값은? [3점]
(1) -1
(2) \( -\frac{7}{8} \)
(3) \( -\frac{3}{4} \)
(4) \( -\frac{5}{8} \)
(5) \( -\frac{1}{2} \)",미분법
3791,"12. 좌표평면 위에 두 점 \( \mathrm{F}(c, 0), \mathrm{F}^{\prime}(-c, 0)(c>0) \) 을 초점으로 하고 점 \( \mathrm{A}(0,1) \) 을 지나는 타원 \( C \) 가 있다. 두 점 \( \mathrm{A}, \mathrm{F}^{\prime} \) 을 지나는 직선이 타원 \( C \) 와 만나는 점 중 점 A 가 아닌 점을 B 라 하자. 삼각형 ABF 의 둘레의 길이가 16 일 때, 선분 \( \mathrm{FF}^{\prime} \) 의 길이는?
[3점]
(1) 6
(2) \( 4 \sqrt{3} \)
(3) \( 2 \sqrt{15} \)
(4) \( 6 \sqrt{2} \)
(5) \( 2 \sqrt{21} \)",이차곡선
3792,"13. 실수 전체의 집합에서 연속인 함수 \( f(x) \) 의 도함수 \( f^{\prime}(x) \) 가
\[
f^{\prime}(x)=\left\{\begin{array}{ll}
2 x+3 & (x<1) \\
\ln x & (x>1)
\end{array}\right.
\]

이다. \( f(e)=2 \) 일 때, \( f(-6) \) 의 값은? [3점]
(1) 9
(2) 11
(3) 13
(4) 15
(5) 17",적분법
3793,"14. 그림과 같이 \( a>1 \) 인 실수 \( a \) 에 대하여

두 곡선 \( y=a \log _{2}(x-a+1) \) 과 \( y=2^{x-a}-1 \) 이 서로 다른 두 점 \( \mathrm{A}, \mathrm{B} \) 에서 만난다. 점 A 가 \( x \) 축 위에 있고 삼각형 OAB 의 넓이가 \( \frac{7}{2} a \) 일 때, 선분 AB 의 중점은 \( \mathrm{M}(p, q) \) 이다. \( p+q \) 의 값은? (단, O 는 원점이다.) [4점]
(1) \( \frac{13}{2} \)
(2) 7
(3) \( \frac{15}{2} \)
(4) 8
(5) \( \frac{17}{2} \)",지수함수와 로그함수
3794,"15. 곡선 \( y=\frac{1}{x} \) 과 두 직선 \( x=1, x=2 \) 및 \( x \) 축으로 둘러싸인 부분의 넓이를 \( S \) 라 하자. 곡선 \( y=\frac{1}{x} \) 과 두 직선 \( x=1, x=a \) 및 \( x \) 축으로 둘러싸인 부분의 넓이가 \( 2 S \) 가 되도록 하는 모든 양수 \( a \) 의 값의 합은? [4점]
(1) \( \frac{15}{4} \)
(2) \( \frac{17}{4} \)
(3) \( \frac{19}{4} \)
(4) \( \frac{21}{4} \)
(5) \( \frac{23}{4} \)",적분법
3795,"16. 그림과 같이 곡선 \( y=e^{x} \) 위의 두 점 \( \mathrm{A}\left(t, e^{t}\right), \mathrm{B}\left(-t, e^{-t}\right) \) 에서의 접선을 각각 \( l, m \) 이라 하자. 두 직선 \( l \) 과 \( m \) 이 이루는 예각의 크기가 \( \frac{\pi}{4} \) 일 때, 두 점 \( \mathrm{A}, \mathrm{B} \) 를 지나는 직선의 기울기는? (단, \( t>0 \) ) [4점]
(1) \( \frac{1}{\ln (1+\sqrt{2})} \)
(2) \( \frac{1}{\ln 2} \)
(3) \( \frac{4}{3 \ln (1+\sqrt{2})} \)
(4) \( \frac{7}{6 \ln 2} \)
(5) \( \frac{3}{2 \ln (1+\sqrt{2})} \)",삼각함수
3796,"17. \( a>e \) 인 실수 \( a \) 에 대하여

두 곡선 \( y=e^{x-1} \) 과 \( y=a^{x} \) 이 만나는 점의 \( x \) 좌표를 \( f(a) \) 라 할 때, \( \lim _{a \rightarrow e+} \frac{1}{(e-a) f(a)} \) 의 값은? [4점]
(1) \( \frac{1}{e^{2}} \)
(2) \( \frac{1}{e} \)
(3) 1
(4) \( e \)
(5) \( e^{2} \)",함수의 극한과 연속
3797,"18. 그림과 같이 포물선 \( y^{2}=16 x \) 에 대하여 포물선의 준선 위의 한 점 A 가 제 3 사분면에 있다. 점 A 에서 포물선에 그은 기울기가 양수인 접선과 포물선이 만나는 점을 B , 점 B 에서 준선에 내린 수선의 발을 H , 준선과 \( x \) 축이 만나는 점을 C 라 하자.
\( \overline{\mathrm{AC}} \times \overline{\mathrm{CH}}=8 \) 일 때, 삼각형 ABH 의 넓이는? [4점]
(1) \( 15 \sqrt{3} \)
(2) \( \frac{46}{3} \sqrt{3} \)
(3) \( \frac{47}{3} \sqrt{3} \)
(4) \( 16 \sqrt{3} \)
(5) \( \frac{49}{3} \sqrt{3} \)",이차곡선
3798,"19. 다음은 1 부터 \( n \) 까지의 자연수가 하나씩 적혀 있는 \( n \) 개의 공이 들어 있는 주머니에서 임의로 세 개의 공을 동시에 꺼낼 때, 꺼낸 공에 적혀 있는 세 수 중 어느 두 수도 연속되지 않는 경우의 수를 구하는 과정이다. (단, \( n \geq 5 \) )

주머니에서 꺼낸 세 개의 공에 적혀 있는 세 수 중 어느 두 수도 연속되지 않는 경우는
'( i ) 주머니에서 세 개의 공을 꺼내는 경우'에서
'( ii ) 주머니에서 꺼낸 세 개의 공에 적혀 있는 세 수가 모두 연속되는 경우'와
'( iii ) 주머니에서 꺼낸 세 개의 공에 적혀 있는 세 수 중 두 수만 연속되는 경우'를 제외하면 된다.
( i )의 경우:
\( n \) 개의 공이 들어 있는 주머니에서 세 개의 공을 꺼내는 경우의 수는 \( { }_{n} \mathrm{C}_{3} \) 이다.
(ii)의 경우:
주머니에서 꺼낸 세 개의 공에 적혀 있는 세 수가 모두 연속되는 경우의 수는 \( (n-2) \) 이다.
(iii)의 경우:
연속되는 두 수 중 하나가 1 인 경우의 수는 (가)
이고, 마찬가지로 연속되는 두 수 중 하나가 \( n \) 인 경우의 수도 (가) 이다.
또한 연속되는 두 수 중 어느 하나도 1 과 \( n \) 이 아닌 경우의 수는 (나) 이다.
따라서 주머니에서 꺼낸 세 개의 공에 적혀 있는 세 수 중 두 수만 연속되는 경우의 수는
\[
2 \times \text { (가) }+ \text { (나) 이다. }
\]
( i ), ( ii ), ( iii )에 의하여 \( n \) 개의 공이 들어 있는 주머니에서 꺼낸 세 개의 공에 적혀 있는 세 수 중 어느 두 수도 연속되지 않는 경우의 수는 (다) 이다.
위의 (가), (나), (다)에 알맞은 식을 각각 \( p(n), q(n), r(n) \) 이라 할 때, \( \frac{p(18) \times q(17)}{r(16)} \) 의 값은? [4점]
(1) \( \frac{15}{2} \)
(2) 9
(3) \( \frac{21}{2} \)
(4) 12
(5) \( \frac{27}{2} \)",경우의 수
3799,"20. 그림과 같이 길이가 4 인 선분 AB 를 지름으로 하는 반원 위에 두 점 \( \mathrm{P}, \mathrm{Q} \) 를 \( \angle \mathrm{PAB}=\theta, \angle \mathrm{QAB}=2 \theta \) 가 되도록 잡는다. 선분 AB 의 중점 O 에 대하여 선분 OQ 와 선분 AP 가 만나는 점을 R 라 하자. 호 PQ 와 두 선분 \( \mathrm{QR}, \mathrm{RP} \) 로 둘러싸인 부분의 넓이를 \( S(\theta) \) 라 할 때, \( \lim _{\theta \rightarrow 0+} \frac{S(\theta)}{\theta} \) 의 값은? (단, \( 0<\theta<\frac{\pi}{4} \) )
[4점]
(1) \( \frac{4}{3} \)
(2) \( \frac{5}{3} \)
(3) 2
(4) \( \frac{7}{3} \)
(5) \( \frac{8}{3} \)",함수의 극한과 연속
3800,"21. \( \frac{3}{5}<x<4 \) 에서 정의된 미분가능한 함수 \( f(x) \) 가 \( f(1)=2 \) 이고
\[
f^{\prime}(x)=\frac{1-x^{2}\{f(x)\}^{3}}{x^{3}\{f(x)\}^{2}}
\]

을 만족시킨다. 함수 \( f(x) \) 의 역함수 \( g(x) \) 가 존재하고 미분가능 할 때, <보기>에서 옳은 것만을 있는 대로 고른 것은? [4점]

ㄱ. \( g^{\prime}(2)=-\frac{4}{7} \)
ㄴ. \( g(x)=\frac{1}{3} x^{3}\{g(x)\}^{3}-\frac{5}{3} \)
ㄷ. \( 2<g(1)<\frac{5}{2} \)
(1) ?
(2) ?, ?
(3) ?, ?
(4) ?, ?
(5) ?, ?, ?",적분법
3801,22. 방정식 \( \log _{3}(x+2)=3 \) 을 만족시키는 실수 \( x \) 의 값을 구하시오. [3점],지수함수와 로그함수
3802,23. 함수 \( f(x)=x \sqrt{x} \) 에 대하여 \( f^{\prime}(16) \) 의 값을 구하시오. [3점],미분법
3803,24. 좌표평면에서 곡선 \( y=4 \sin \left(\frac{\pi}{2} x\right)(0 \leq x \leq 2) \) 위의 점 중 \( y \) 좌표가 정수인 점의 개수를 구하시오. [3점],삼각함수
3804,"25. 함수 \( f(x)=\frac{x}{x^{2}+x+8} \) 에 대하여 부등식 \( f^{\prime}(x)>0 \) 의 해가 \( \alpha<x<\beta \) 일 때, \( \alpha^{2}+\beta^{2} \) 의 값을 구하시오. [3점]",미분법
3805,"26. 숫자 \( 1,2,3,4,5 \) 에서 중복을 허락하여 7 개를 선택할 때, 짝수가 두 개가 되는 경우의 수를 구하시오. [4점]",확률
3806,"27. 자연수 \( n \) 에 대하여 양의 실수 전체의 집합에서 정의된 함수
\[
f(x)=\int_{1}^{x} \frac{n-\ln t}{t} d t
\]
의 최댓값을 \( g(n) \) 이라 하자. \( \sum_{n=1}^{12} g(n) \) 의 값을 구하시오. [4점]",적분법
3807,"28. 그림과 같이 두 초점이 \( \mathrm{F}(c, 0), \mathrm{F}^{\prime}(-c, 0)(c>0) \) 이고, 주축의 길이가 6 인 쌍곡선 \( \frac{x^{2}}{a^{2}}-\frac{y^{2}}{b^{2}}=1 \) 과 점 \( \mathrm{A}(0,5) \) 를 중심으로 하고 반지름의 길이가 1 인 원 \( C \) 가 있다. 제 1 사분면에 있는 쌍곡선 위를 움직이는 점 P 와 원 \( C \) 위를 움직이는 점 Q 에 대하여 \( \overline{\mathrm{PQ}}+\overline{\mathrm{PF}^{\prime}} \) 의 최솟값이 12 일 때, \( a^{2}+3 b^{2} \) 의 값을 구하시오. (단, \( a \) 와 \( b \) 는 상수이다.) [4점]",이차곡선
3808,"29. 집합 \( X=\{1,2,3,4\} \) 에서 집합 \( Y=\{1,2,3,4,5\} \) 로의 함수 중에서
\[
f(1)+f(2)+f(3)-f(4)=3 m(m \text { 은 정수 })
\]
를 만족시키는 함수 \( f \) 의 개수를 구하시오. [4점]",경우의 수
3809,"30. 함수 \( f(x)=e^{x}\left(a x^{3}+b x^{2}\right) \) 과 양의 실수 \( t \) 에 대하여 닫힌 구간 \( [-t, t] \) 에서 함수 \( f(x) \) 의 최댓값을 \( M(t) \), 최솟값을 \( m(t) \) 라 할 때, 두 함수 \( M(t), m(t) \) 는 다음 조건을 만족시킨다.
(가) 모든 양의 실수 \( t \) 에 대하여 \( M(t)=f(t) \) 이다.
(나) 양수 \( k \) 에 대하여 닫힌 구간 \( [k, k+2] \) 에 있는 임의의 실수 \( t \) 에 대해서만 \( m(t)=f(-t) \) 가 성립한다.
(다) \( \int_{1}^{5}\left\{e^{t} \times m(t)\right\} d t=\frac{7}{3}-8 e \)
\( f(k+1)=\frac{q}{p} e^{k+1} \) 일 때, \( p+q \) 의 값을 구하시오.
(단, \( a \) 와 \( b \) 는 0 이 아닌 상수, \( p \) 와 \( q \) 는 서로소인 자연수이고, \( \lim _{x \rightarrow \infty} \frac{x^{3}}{e^{x}}=0 \) 이다. ) [4점]",미분법
3810,"1. 두 집합 \( A=\{1,2,3,4\}, B=\{1,3,5\} \) 에 대하여 집합 \( A \cap B \) 의 모든 원소의 합은? [2점]
(1) 1
(2) 2
(3) 3
(4) 4
(5) 5",고1/고2 공통수학
3811,"2. \( \left(3^{4}\right)^{\frac{1}{2}} \) 의 값은? [2점]
(1) 1
(2) 3
(3) 9
(4) 27
(5) 81",지수함수와 로그함수
